country,year,population,cement_co2,cement_co2_per_capita,co2,co2_growth_abs,co2_growth_prct,co2_including_luc,co2_including_luc_growth_abs,co2_including_luc_growth_prct,co2_including_luc_per_capita,co2_including_luc_per_gdp,co2_including_luc_per_unit_energy,co2_per_capita,co2_per_gdp,co2_per_unit_energy,coal_co2,coal_co2_per_capita,consumption_co2,consumption_co2_per_capita,consumption_co2_per_gdp,cumulative_cement_co2,cumulative_co2,cumulative_co2_including_luc,cumulative_coal_co2,cumulative_flaring_co2,cumulative_gas_co2,cumulative_luc_co2,cumulative_oil_co2,cumulative_other_co2,energy_per_capita,flaring_co2,flaring_co2_per_capita,gas_co2,gas_co2_per_capita,ghg_excluding_lucf_per_capita,ghg_per_capita,land_use_change_co2,land_use_change_co2_per_capita,methane,methane_per_capita,nitrous_oxide,nitrous_oxide_per_capita,oil_co2,oil_co2_per_capita,other_co2_per_capita,other_industry_co2,primary_energy_consumption,share_global_cement_co2,share_global_co2,share_global_co2_including_luc,share_global_coal_co2,share_global_cumulative_cement_co2,share_global_cumulative_co2,share_global_cumulative_co2_including_luc,share_global_cumulative_coal_co2,share_global_cumulative_flaring_co2,share_global_cumulative_gas_co2,share_global_cumulative_luc_co2,share_global_cumulative_oil_co2,share_global_cumulative_other_co2,share_global_flaring_co2,share_global_gas_co2,share_global_luc_co2,share_global_oil_co2,share_global_other_co2,share_of_temperature_change_from_ghg,temperature_change_from_ch4,temperature_change_from_co2,temperature_change_from_ghg,temperature_change_from_n2o,total_ghg,total_ghg_excluding_lucf,trade_co2,trade_co2_share
Lower-middle-income countries,1900,482176297.0,0.0,0.0,15.09,1.963,14.958,220.803,1.438,0.656,0.498,0.782,,0.034,0.053,,11.999,0.027,,,,0.0,147.272,5305.928,117.307,0.0,0.0,29344.133,29.965,,,0.0,0.0,0.0,0.0,0.247,2.054,689.724,1.555,399.798,0.829,71.278,0.148,3.091,0.007,,,,0.0,0.769,3.414,0.637,0.0,0.327,2.53,0.266,,0.0,17.341,3.628,,,0.0,15.306,4.593,,12.171,0.006,0.009,0.016,0.001,990.389,119.257,,
Lower-middle-income countries,1901,485196016.0,0.0,0.0,16.401,1.311,8.689,219.077,-1.726,-0.782,0.491,0.732,,0.037,0.055,,12.835,0.029,,,,0.0,163.673,5525.005,130.142,0.0,0.0,30034.873,33.531,,,0.0,0.0,0.0,0.0,0.25,2.042,690.74,1.548,400.31,0.825,71.689,0.148,3.566,0.008,,,,0.0,0.81,3.341,0.663,0.0,0.347,2.554,0.283,,0.0,17.286,3.722,,,0.0,15.239,4.771,,12.109,0.006,0.009,0.016,0.001,990.956,121.314,,
Lower-middle-income countries,1902,488618763.0,0.0,0.0,17.543,1.141,6.958,222.169,3.092,1.411,0.495,0.696,,0.039,0.055,,14.097,0.031,,,,0.0,181.216,5747.174,144.239,0.0,0.0,30728.492,36.976,,,0.0,0.0,0.0,0.0,0.252,2.017,693.621,1.544,400.886,0.82,72.141,0.148,3.445,0.008,,,,0.0,0.846,3.315,0.712,0.0,0.368,2.577,0.3,,0.0,17.226,3.767,,,0.0,14.99,4.263,,12.04,0.006,0.009,0.017,0.001,985.5,123.278,,
Lower-middle-income countries,1903,492453715.0,0.0,0.0,18.04,0.498,2.838,222.554,0.384,0.173,0.492,0.684,,0.04,0.055,,14.438,0.032,,,,0.0,199.256,5969.728,158.677,0.0,0.0,31417.684,40.579,,,0.0,0.0,0.0,0.0,0.253,2.021,689.191,1.523,401.297,0.815,72.623,0.147,3.602,0.008,,,,0.0,0.798,3.245,0.668,0.0,0.387,2.597,0.316,,0.0,17.17,3.802,,,0.0,14.992,4.21,,11.964,0.006,0.01,0.017,0.001,995.367,124.444,,
Lower-middle-income countries,1904,496354547.0,0.0,0.0,20.36,2.32,12.858,224.171,1.617,0.726,0.492,0.689,,0.045,0.063,,16.214,0.036,,,,0.0,219.616,6193.898,174.891,0.0,0.0,32111.139,44.725,,,0.0,0.0,0.0,0.0,0.257,2.043,693.455,1.521,401.945,0.81,73.129,0.147,4.146,0.009,,,,0.0,0.89,3.218,0.746,0.0,0.409,2.615,0.334,,0.0,17.111,3.845,,,0.0,14.82,4.315,,11.89,0.006,0.01,0.017,0.001,1014.155,127.675,,
Lower-middle-income countries,1905,500323495.0,0.0,0.0,20.507,0.147,0.722,225.729,1.559,0.695,0.491,0.704,,0.045,0.064,,16.697,0.036,,,,0.0,240.123,6419.627,191.588,0.0,0.0,32824.379,48.535,,,0.0,0.0,0.0,0.0,0.257,2.069,713.239,1.552,402.3,0.804,73.65,0.147,3.81,0.008,,,,0.0,0.841,3.108,0.719,0.0,0.427,2.63,0.35,,0.0,17.053,3.851,,,0.0,14.777,3.927,,11.81,0.006,0.01,0.018,0.001,1035.301,128.444,,
Lower-middle-income countries,1906,504362881.0,0.0,0.0,23.542,3.035,14.8,224.549,-1.18,-0.523,0.485,0.661,,0.051,0.069,,19.276,0.042,,,,0.0,263.665,6644.176,210.865,0.0,0.0,33520.281,52.801,,,0.0,0.0,0.0,0.0,0.263,2.033,695.902,1.502,403.217,0.799,74.176,0.147,4.266,0.009,,,,0.0,0.925,3.042,0.795,0.0,0.449,2.642,0.369,,0.0,16.988,3.888,,,0.0,14.386,4.358,,11.721,0.007,0.01,0.018,0.001,1025.228,132.664,,
Lower-middle-income countries,1907,508475169.0,0.0,0.0,26.162,2.62,11.127,324.282,99.733,44.415,0.695,1.039,,0.056,0.084,,21.897,0.047,,,,0.0,289.827,6968.458,232.762,0.0,0.0,34215.07,57.066,,,0.0,0.0,0.0,0.0,0.268,2.028,694.79,1.488,404.052,0.795,74.701,0.147,4.265,0.009,,,,0.0,0.902,4.24,0.794,0.0,0.47,2.689,0.389,,0.0,16.932,3.862,,,0.0,14.632,3.571,,11.622,0.007,0.011,0.019,0.001,1031.167,136.383,,
Lower-middle-income countries,1908,512662924.0,0.0,0.0,29.519,3.357,12.831,323.714,-0.568,-0.175,0.688,1.021,,0.063,0.093,,24.936,0.053,,,,0.0,319.346,7292.173,257.698,0.0,0.0,34905.289,61.649,,,0.0,0.0,0.0,0.0,0.275,2.031,690.219,1.466,405.013,0.79,75.214,0.147,4.583,0.01,,,,0.0,1.06,4.246,0.946,0.0,0.496,2.734,0.412,,0.0,16.87,3.838,,,0.0,14.264,3.558,,11.532,0.007,0.011,0.019,0.001,1041.23,140.959,,
Lower-middle-income countries,1909,516297788.0,0.0,0.0,29.087,-0.432,-1.464,313.923,-9.792,-3.025,0.662,0.878,,0.061,0.081,,23.581,0.05,,,,0.0,348.433,7606.095,281.278,0.0,0.0,35580.676,67.155,,,0.0,0.0,0.0,0.0,0.273,2.013,675.386,1.425,405.163,0.785,75.709,0.147,5.506,0.012,,,,0.0,1.003,4.0,0.86,0.0,0.518,2.77,0.431,,0.0,16.795,3.858,,,0.0,13.655,4.098,,11.434,0.007,0.011,0.019,0.001,1039.237,140.925,,
Lower-middle-income countries,1910,519370100.0,0.0,0.0,28.695,-0.392,-1.348,321.389,7.466,2.378,0.674,0.892,,0.06,0.08,,24.136,0.051,,,,0.0,377.128,7927.484,305.414,0.0,0.0,36295.152,71.713,,,0.0,0.0,0.0,0.0,0.272,2.051,714.475,1.499,405.631,0.781,76.175,0.147,4.559,0.01,,,,0.0,0.943,4.126,0.84,0.0,0.536,2.807,0.448,,0.0,16.757,3.805,,,0.0,15.051,3.163,,11.345,0.007,0.011,0.02,0.002,1065.201,141.236,,
Lower-middle-income countries,1911,521869675.0,0.0,0.0,30.032,1.338,4.662,325.116,3.727,1.16,0.679,0.877,,0.063,0.081,,25.357,0.053,,,,0.0,407.16,8252.6,330.771,0.0,0.0,37029.121,76.389,,,0.0,0.0,0.0,0.0,0.275,2.081,733.972,1.532,408.153,0.782,76.702,0.147,4.675,0.01,,,,0.0,0.972,4.107,0.872,0.0,0.554,2.843,0.466,,0.0,16.723,3.749,,,0.0,15.206,3.059,,11.263,0.007,0.012,0.02,0.002,1085.885,143.615,,
Lower-middle-income countries,1912,523785804.0,0.0,0.0,34.273,4.24,14.119,348.137,23.021,7.081,0.724,0.971,,0.071,0.096,,29.108,0.061,,,,0.0,441.433,8600.736,359.88,0.0,0.0,37780.359,81.553,,,0.0,0.0,0.0,0.0,0.285,2.117,751.238,1.562,411.137,0.785,77.365,0.148,5.164,0.011,,,,0.0,1.056,4.389,0.952,0.0,0.576,2.884,0.486,,0.0,16.708,3.716,,,0.0,16.031,3.285,,11.189,0.007,0.012,0.021,0.002,1109.036,149.356,,
Lower-middle-income countries,1913,525107217.0,0.0,0.0,37.8,3.528,10.293,335.146,-12.991,-3.731,0.695,0.786,,0.078,0.089,,32.307,0.067,,,,0.0,479.233,8935.883,392.187,0.0,0.0,38519.457,87.046,,,0.0,0.0,0.0,0.0,0.294,2.105,739.094,1.533,414.002,0.788,78.14,0.149,5.493,0.011,,,,0.0,1.075,4.173,0.978,0.0,0.598,2.918,0.507,,0.0,16.702,3.662,,,0.0,16.371,3.018,,11.111,0.007,0.012,0.021,0.002,1105.315,154.261,,
Lower-middle-income countries,1914,526452431.0,0.0,0.0,38.448,0.648,1.714,346.854,11.708,3.493,0.718,0.936,,0.08,0.104,,32.956,0.068,,,,0.0,517.681,9282.736,425.143,0.0,0.0,39293.312,92.538,,,0.0,0.0,0.0,0.0,0.296,2.162,773.859,1.601,416.351,0.791,79.001,0.15,5.492,0.011,,,,0.0,1.205,4.455,1.109,0.0,0.621,2.956,0.529,,0.0,16.704,3.611,,,0.0,16.836,2.952,,11.056,0.007,0.012,0.021,0.002,1138.19,155.768,,
Lower-middle-income countries,1915,527821454.0,0.0,0.0,39.641,1.192,3.101,431.963,85.109,24.537,0.891,1.197,,0.082,0.11,,34.025,0.07,,,,0.0,557.322,9714.699,459.169,0.0,0.0,40100.02,98.153,,,0.0,0.0,0.0,0.0,0.299,2.224,806.705,1.664,418.838,0.794,79.924,0.151,5.615,0.012,,,,0.0,1.262,5.602,1.17,0.0,0.644,3.019,0.551,,0.0,16.722,3.556,,,0.0,17.648,2.842,,11.015,0.007,0.013,0.022,0.002,1174.014,157.956,,
Lower-middle-income countries,1916,529214321.0,0.0,0.0,40.784,1.143,2.883,419.863,-12.1,-2.801,0.864,1.076,,0.084,0.105,,34.817,0.072,,,,0.0,598.105,10134.562,493.986,0.0,0.0,40867.867,104.119,,,0.0,0.0,0.0,0.0,0.302,2.182,767.852,1.58,421.16,0.796,80.881,0.153,5.966,0.012,,,,0.0,1.202,5.305,1.11,0.0,0.665,3.074,0.572,,0.0,16.727,3.499,,,0.0,16.978,2.772,,10.964,0.008,0.013,0.022,0.002,1154.541,159.927,,
Lower-middle-income countries,1917,530631046.0,0.0,0.0,42.394,1.611,3.949,417.321,-2.541,-0.605,0.856,1.125,,0.087,0.114,,36.577,0.075,,,,0.0,640.5,10551.883,530.563,0.0,0.0,41611.578,109.937,,,0.0,0.0,0.0,0.0,0.306,2.159,743.71,1.526,423.727,0.799,81.85,0.154,5.817,0.012,,,,0.0,1.195,5.156,1.12,0.0,0.685,3.124,0.592,,0.0,16.72,3.419,,,0.0,16.362,2.43,,10.908,0.008,0.013,0.023,0.002,1145.751,162.611,,
Lower-middle-income countries,1918,532255049.0,0.0,0.0,45.077,2.683,6.328,430.264,12.942,3.101,0.88,1.306,,0.092,0.137,,40.082,0.082,,,,0.0,685.577,10982.146,570.645,0.0,0.0,42383.758,114.932,,,0.0,0.0,0.0,0.0,0.314,2.207,772.179,1.58,426.827,0.802,82.803,0.156,4.995,0.01,,,,0.0,1.288,5.346,1.246,0.0,0.707,3.176,0.614,,0.0,16.725,3.322,,,0.0,16.977,2.039,,10.864,0.008,0.014,0.023,0.002,1174.427,166.899,,
Lower-middle-income countries,1919,534663704.0,0.0,0.0,48.371,3.294,7.308,429.266,-0.997,-0.232,0.874,1.161,,0.099,0.131,,43.253,0.088,,,,0.0,733.948,11411.413,613.897,0.0,0.0,43147.152,120.05,,,0.0,0.0,0.0,0.0,0.321,2.197,763.393,1.555,429.585,0.803,83.717,0.157,5.118,0.01,,,,0.0,1.594,5.712,1.59,0.0,0.734,3.23,0.642,,0.0,16.73,3.216,,,0.0,17.035,1.872,,10.841,0.008,0.014,0.024,0.002,1174.81,171.458,,
Lower-middle-income countries,1920,537866780.0,0.0,0.0,40.417,-7.954,-16.443,574.122,144.856,33.745,1.162,1.653,,0.082,0.116,,35.603,0.072,,,,0.0,774.365,11985.535,649.5,0.0,0.0,44048.461,124.865,,,0.0,0.0,0.0,0.0,0.302,2.261,901.311,1.825,430.2,0.8,84.565,0.157,4.815,0.01,,,,0.0,1.142,7.052,1.137,0.0,0.748,3.316,0.658,,0.0,16.78,3.05,,,0.0,19.579,1.334,,10.809,0.008,0.014,0.024,0.002,1216.345,162.628,,
Lower-middle-income countries,1921,541874269.0,0.0,0.0,43.85,3.432,8.492,648.636,74.514,12.979,1.304,1.686,,0.088,0.114,,38.601,0.078,,,,0.0,818.215,12634.171,688.101,0.0,0.006,44986.934,130.108,,,0.0,0.0,0.006,0.0,0.31,2.289,938.472,1.886,435.529,0.804,85.433,0.158,5.243,0.011,,,,0.0,1.412,8.164,1.445,0.0,0.767,3.42,0.679,,0.001,16.828,2.897,,,0.016,19.394,1.32,,10.795,0.008,0.015,0.025,0.002,1240.419,167.862,,
Lower-middle-income countries,1922,546696388.0,0.0,0.0,43.197,-0.653,-1.489,679.696,31.059,4.788,1.355,1.755,,0.086,0.112,,37.892,0.076,,,,0.0,861.411,13313.867,725.993,0.0,0.011,45952.801,135.407,,,0.0,0.0,0.005,0.0,0.308,2.3,965.867,1.925,440.252,0.805,86.396,0.158,5.299,0.011,,,,0.0,1.327,8.436,1.366,0.0,0.784,3.527,0.697,,0.001,16.886,2.747,,,0.013,20.111,1.209,,10.783,0.008,0.015,0.025,0.002,1257.309,168.406,,
Lower-middle-income countries,1923,552343567.0,0.0,0.0,44.956,1.759,4.072,691.589,11.894,1.75,1.365,1.846,,0.089,0.12,,39.663,0.078,,,,0.0,906.367,14005.456,765.656,0.0,0.014,46938.422,140.696,,,0.0,0.0,0.004,0.0,0.311,2.305,985.621,1.945,445.263,0.806,87.418,0.158,5.289,0.01,,,,0.0,1.218,8.043,1.259,0.0,0.798,3.628,0.713,,0.002,16.942,2.598,,,0.007,20.083,1.089,,10.762,0.008,0.015,0.026,0.002,1273.405,171.651,,
Lower-middle-income countries,1924,558067301.0,0.0,0.0,48.582,3.627,8.067,720.271,28.682,4.147,1.407,1.829,,0.095,0.123,,43.117,0.084,,,,0.0,954.949,14725.728,808.774,0.0,0.045,47944.754,146.13,,,0.0,0.0,0.031,0.0,0.318,2.32,1006.331,1.966,450.737,0.808,88.46,0.159,5.434,0.011,,,,0.0,1.312,8.352,1.366,0.0,0.814,3.731,0.732,,0.005,17.003,2.477,,,0.052,20.448,1.122,,10.746,0.009,0.016,0.026,0.002,1294.443,177.227,,
Lower-middle-income countries,1925,563868789.0,0.0,0.0,48.731,0.148,0.305,738.656,18.385,2.552,1.429,1.849,,0.094,0.122,,43.241,0.084,,,,0.0,1003.68,15464.383,852.014,0.0,0.095,48966.508,151.57,,,0.0,0.0,0.05,0.0,0.317,2.327,1021.756,1.976,455.579,0.808,89.487,0.159,5.44,0.011,,,,0.0,1.303,8.53,1.371,0.0,0.829,3.834,0.75,,0.01,17.068,2.366,,,0.078,20.774,1.076,,10.737,0.009,0.016,0.027,0.002,1312.052,178.695,,
Lower-middle-income countries,1926,569749272.0,0.0,0.0,49.931,1.201,2.464,739.204,0.549,0.074,1.416,1.715,,0.096,0.116,,44.372,0.085,,,,0.0,1053.611,16203.588,896.387,0.0,0.162,49990.703,157.062,,,0.0,0.0,0.066,0.0,0.318,2.309,1024.196,1.962,460.438,0.808,90.46,0.159,5.493,0.011,,,,0.0,1.358,8.588,1.439,0.0,0.845,3.933,0.768,,0.016,17.131,2.272,,,0.096,20.773,1.084,,10.734,0.009,0.016,0.027,0.002,1315.396,181.234,,
Lower-middle-income countries,1927,575710006.0,0.0,0.0,53.272,3.341,6.691,754.014,14.809,2.003,1.43,1.822,,0.101,0.129,,47.257,0.09,,,,0.0,1106.883,16957.602,943.643,0.0,0.232,51038.234,163.007,,,0.0,0.0,0.071,0.0,0.324,2.336,1047.525,1.986,465.92,0.809,91.342,0.159,5.945,0.011,,,,0.0,1.328,8.398,1.405,0.0,0.86,4.028,0.786,,0.022,17.197,2.183,,,0.093,21.095,1.073,,10.729,0.009,0.017,0.028,0.002,1344.872,186.539,,
Lower-middle-income countries,1928,581752290.0,0.542,0.001,57.122,3.85,7.227,800.282,46.268,6.136,1.502,1.907,,0.107,0.136,,50.05,0.094,,,,0.542,1164.005,17757.883,993.693,0.0,0.311,52074.867,169.458,,,0.0,0.0,0.079,0.0,0.331,2.31,1036.638,1.946,471.806,0.811,92.096,0.158,6.451,0.012,,,,1.524,1.429,8.955,1.513,0.654,0.877,4.131,0.805,,0.027,17.259,2.109,,,0.096,20.985,1.137,,10.727,0.009,0.017,0.028,0.002,1343.733,192.761,,
Lower-middle-income countries,1929,588301533.0,0.626,0.001,58.774,1.652,2.892,814.597,14.315,1.789,1.513,1.863,,0.109,0.134,,51.306,0.095,,,,1.168,1222.779,18572.48,1045.0,0.0,0.402,53122.145,176.209,,,0.0,0.0,0.091,0.0,0.333,2.303,1047.279,1.945,477.071,0.811,92.686,0.158,6.751,0.013,,,,1.697,1.371,8.871,1.456,0.975,0.892,4.23,0.823,,0.032,17.325,2.036,,,0.089,21.399,1.086,,10.723,0.009,0.017,0.029,0.002,1354.975,196.167,,
Lower-middle-income countries,1930,595367051.0,0.72,0.001,60.794,2.02,3.437,847.94,33.342,4.093,1.556,1.931,,0.112,0.138,,51.804,0.095,,,,1.888,1283.574,19420.42,1096.803,0.0,0.5,54266.43,184.382,,,0.0,0.0,0.097,0.0,0.336,2.381,1144.282,2.1,482.194,0.81,93.072,0.156,8.173,0.015,,,,2.026,1.536,9.444,1.611,1.216,0.91,4.335,0.843,,0.037,17.413,1.992,,,0.093,22.793,1.363,,10.737,0.01,0.018,0.03,0.002,1417.297,199.803,,
Lower-middle-income countries,1931,602958320.0,0.739,0.001,56.546,-4.248,-6.988,869.952,22.012,2.596,1.577,1.906,,0.102,0.124,,46.817,0.085,,,,2.627,1340.12,20290.371,1143.62,0.0,0.659,55479.652,193.214,,,0.0,0.0,0.159,0.0,0.326,2.42,1213.221,2.199,487.918,0.809,93.291,0.155,8.831,0.016,,,,2.392,1.598,9.972,1.652,1.411,0.927,4.442,0.86,,0.045,17.511,1.964,,,0.171,23.399,1.521,,10.766,0.01,0.018,0.03,0.002,1459.162,196.391,,
Lower-middle-income countries,1932,611084947.0,0.806,0.001,54.097,-2.449,-4.331,872.837,2.885,0.332,1.561,1.984,,0.097,0.123,,44.119,0.079,,,,3.433,1394.217,21163.209,1187.739,0.0,0.871,56720.004,202.174,,,0.0,0.0,0.212,0.0,0.319,2.422,1240.351,2.218,493.844,0.808,93.42,0.153,8.96,0.016,,,,3.262,1.694,10.359,1.749,1.628,0.944,4.549,0.877,,0.057,17.612,1.946,,,0.241,23.701,1.612,,10.805,0.01,0.018,0.031,0.002,1480.322,195.037,,
Lower-middle-income countries,1933,619756700.0,0.789,0.001,54.034,-0.063,-0.117,902.255,29.418,3.37,1.59,2.044,,0.095,0.122,,43.812,0.077,,,,4.222,1448.251,22065.463,1231.551,0.0,1.137,57996.742,211.34,,,0.0,0.0,0.266,0.0,0.317,2.441,1276.741,2.25,500.261,0.807,93.487,0.151,9.166,0.016,,,,3.311,1.607,10.419,1.66,1.798,0.959,4.657,0.892,,0.07,17.717,1.921,,,0.293,24.101,1.509,,10.846,0.01,0.019,0.032,0.002,1513.125,196.607,,
Lower-middle-income countries,1934,628559401.0,0.889,0.002,60.421,6.387,11.82,897.534,-4.721,-0.523,1.559,2.009,,0.105,0.135,,49.096,0.085,,,,5.111,1508.672,22962.998,1280.647,0.0,1.492,59266.867,221.422,,,0.0,0.0,0.354,0.001,0.327,2.417,1270.122,2.207,507.694,0.808,93.521,0.149,10.082,0.018,,,,3.118,1.653,9.979,1.704,1.941,0.975,4.756,0.908,,0.086,17.814,1.902,,,0.347,23.795,1.566,,10.876,0.011,0.019,0.032,0.002,1519.313,205.681,,
Lower-middle-income countries,1935,637495128.0,1.078,0.002,64.069,3.648,6.037,919.467,21.933,2.444,1.575,2.09,,0.11,0.146,,52.138,0.089,,,,6.19,1572.74,23882.465,1332.784,0.0,1.921,60569.922,231.845,,,0.0,0.0,0.43,0.001,0.332,2.437,1303.057,2.232,514.774,0.807,93.549,0.147,10.423,0.018,,,,3.363,1.67,10.107,1.739,2.096,0.992,4.855,0.925,,0.104,17.923,1.88,,,0.386,24.767,1.506,,10.908,0.011,0.02,0.033,0.002,1553.309,211.692,,
Lower-middle-income countries,1936,646566035.0,1.18,0.002,66.231,2.163,3.376,919.439,-0.028,-0.003,1.552,1.915,,0.112,0.138,,53.455,0.09,,,,7.369,1638.972,24801.904,1386.24,0.0,2.466,61861.602,242.896,,,0.0,0.0,0.544,0.001,0.334,2.403,1291.677,2.181,525.168,0.812,93.599,0.145,11.051,0.019,,,,3.046,1.574,9.67,1.626,2.206,1.007,4.946,0.941,,0.125,18.022,1.856,,,0.434,24.369,1.467,,10.933,0.011,0.02,0.034,0.003,1553.419,216.004,,
Lower-middle-income countries,1937,655774276.0,1.299,0.002,72.59,6.358,9.6,934.055,14.616,1.59,1.555,2.047,,0.121,0.159,,59.251,0.099,,,,8.669,1711.562,25735.959,1445.491,0.0,3.039,63160.402,254.362,,,0.0,0.0,0.573,0.001,0.344,2.407,1298.803,2.162,536.492,0.818,93.701,0.143,11.466,0.019,,,,3.185,1.614,9.468,1.71,2.312,1.023,5.033,0.959,,0.144,18.117,1.825,,,0.408,24.194,1.354,,10.957,0.011,0.021,0.034,0.003,1578.221,225.363,,
Lower-middle-income countries,1938,665122065.0,0.788,0.001,79.062,6.472,8.916,948.469,14.414,1.543,1.556,1.986,,0.13,0.166,,65.638,0.108,,,,9.457,1790.624,26684.428,1511.13,0.0,3.618,64501.191,266.419,,,0.0,0.0,0.579,0.001,0.353,2.466,1340.788,2.2,548.111,0.824,93.881,0.141,12.057,0.02,,,,2.046,1.869,9.831,2.032,2.288,1.044,5.122,0.981,,0.161,18.219,1.805,,,0.427,24.747,1.465,,10.994,0.012,0.021,0.035,0.003,1640.144,235.041,,
Lower-middle-income countries,1939,673142716.0,0.628,0.001,80.221,1.159,1.466,945.427,-3.042,-0.321,1.533,2.01,,0.13,0.171,,65.429,0.106,,,,10.085,1870.845,27629.855,1576.559,0.0,4.198,65829.578,280.002,,,0.0,0.0,0.581,0.001,0.355,2.439,1328.389,2.153,559.091,0.831,94.168,0.14,13.583,0.022,,,,1.762,1.795,9.62,1.904,2.246,1.063,5.205,1.001,,0.176,18.317,1.793,,,0.411,24.797,1.589,,11.026,0.012,0.021,0.036,0.003,1641.606,238.668,,
Lower-middle-income countries,1940,679835916.0,0.587,0.001,87.024,6.803,8.48,978.671,33.244,3.516,1.571,2.014,,0.14,0.179,,70.34,0.113,,,,10.672,1957.869,28608.525,1646.899,0.0,5.104,67405.562,295.194,,,0.0,0.0,0.906,0.001,0.365,2.608,1575.986,2.53,570.493,0.839,94.591,0.139,15.192,0.024,,,,1.868,1.782,9.462,1.853,2.221,1.083,5.287,1.021,,0.201,18.475,1.788,,,0.59,28.873,1.686,,11.071,0.012,0.022,0.037,0.003,1773.346,248.253,,
Lower-middle-income countries,1941,685201489.0,1.8,0.003,87.284,0.26,0.299,1000.627,21.956,2.243,1.594,2.197,,0.139,0.192,,69.241,0.11,,,,12.473,2045.153,29609.154,1716.14,0.0,5.104,69151.422,311.437,,,0.0,0.0,0.0,0.0,0.366,2.737,1745.853,2.781,580.691,0.847,97.053,0.142,16.243,0.026,,,,4.158,1.746,9.319,1.782,2.381,1.1,5.365,1.039,,0.19,18.66,1.787,,,0.0,30.425,1.78,,11.117,0.013,0.022,0.038,0.003,1875.365,250.672,,
Lower-middle-income countries,1942,689239419.0,1.816,0.003,76.333,-10.952,-12.547,969.734,-30.893,-3.087,1.536,2.138,,0.121,0.168,,62.693,0.099,,,,14.289,2121.486,30578.889,1778.833,0.0,5.104,70985.414,323.26,,,0.0,0.0,0.0,0.0,0.349,2.787,1833.996,2.906,589.837,0.856,102.895,0.149,11.824,0.019,,,,4.733,1.532,9.019,1.603,2.542,1.112,5.435,1.052,,0.179,18.861,1.767,,,0.0,31.789,1.369,,11.169,0.013,0.023,0.039,0.003,1921.189,240.837,,
Lower-middle-income countries,1943,691949867.0,1.452,0.002,69.16,-7.172,-9.396,975.826,6.092,0.628,1.541,2.071,,0.109,0.147,,56.353,0.089,,,,15.741,2190.646,31554.713,1835.186,0.0,5.104,72893.336,334.615,,,0.0,0.0,0.0,0.0,0.339,2.854,1907.915,3.012,598.852,0.865,111.291,0.161,11.355,0.018,,,,4.177,1.363,9.039,1.435,2.637,1.118,5.503,1.061,,0.168,19.078,1.741,,,0.0,33.35,1.225,,11.226,0.013,0.024,0.04,0.003,1975.17,234.639,,
Lower-middle-income countries,1944,694802114.0,1.436,0.002,73.351,4.191,6.06,980.823,4.997,0.512,1.543,2.106,,0.115,0.158,,58.112,0.091,,,,17.177,2263.997,32535.537,1893.298,0.0,5.104,74813.727,348.418,,,0.0,0.0,0.0,0.0,0.347,2.881,1920.399,3.021,609.251,0.877,121.421,0.175,13.803,0.022,,,,6.334,1.421,9.031,1.502,2.772,1.126,5.568,1.071,,0.158,19.293,1.718,,,0.0,33.701,1.291,,11.283,0.014,0.024,0.041,0.003,2001.881,241.158,,
Lower-middle-income countries,1945,697799322.0,1.6,0.003,77.821,4.47,6.094,1014.443,33.619,3.428,1.59,2.186,,0.122,0.168,,64.344,0.101,,,,18.777,2341.818,33549.98,1957.642,0.0,6.103,76770.789,359.296,,,0.0,0.0,0.999,0.002,0.357,2.946,1957.058,3.067,620.545,0.889,132.461,0.19,10.878,0.017,,,,6.962,1.814,10.163,2.145,2.922,1.14,5.646,1.089,,0.177,19.511,1.684,,,0.461,34.381,1.04,,11.362,0.014,0.025,0.042,0.003,2055.594,248.802,,
Lower-middle-income countries,1946,700944778.0,1.717,0.003,79.532,1.71,2.198,1118.71,104.267,10.278,1.746,2.428,,0.124,0.173,,65.717,0.103,,,,20.494,2421.35,34668.691,2023.359,0.0,7.225,78772.039,370.271,,,0.0,0.0,1.122,0.002,0.361,3.01,2001.249,3.124,631.479,0.901,143.588,0.205,10.975,0.017,,,,4.73,1.726,10.908,2.031,3.019,1.153,5.735,1.105,,0.196,19.736,1.65,,,0.501,35.436,0.99,,11.435,0.015,0.025,0.043,0.003,2109.557,253.256,,
Lower-middle-income countries,1947,704241875.0,1.639,0.003,83.491,3.96,4.979,1104.956,-13.754,-1.229,1.717,2.774,,0.13,0.21,,68.086,0.106,,,,22.133,2504.841,35773.645,2091.445,0.0,8.586,80749.648,382.676,,,0.0,0.0,1.362,0.002,0.355,3.003,1977.612,3.074,632.825,0.899,153.979,0.219,12.405,0.019,,,,3.799,1.616,10.23,1.879,3.065,1.164,5.814,1.12,,0.219,19.95,1.616,,,0.549,35.087,0.995,,11.494,0.015,0.026,0.044,0.003,2115.122,250.283,,
Lower-middle-income countries,1948,707694153.0,2.06,0.003,87.566,4.075,4.881,1125.216,20.26,1.834,1.741,2.755,,0.135,0.214,,69.103,0.107,,,,24.193,2592.407,36898.859,2160.549,0.0,10.049,82772.375,397.616,,,0.0,0.0,1.463,0.002,0.364,3.084,2022.726,3.13,644.774,0.911,162.812,0.23,14.94,0.023,,,,3.99,1.607,10.231,1.847,3.127,1.175,5.891,1.135,,0.239,20.173,1.587,,,0.522,36.444,1.09,,11.554,0.015,0.027,0.045,0.003,2182.27,257.919,,
